year,area,chapter,gender,value
2010,00EX,I,M,6
2010,00EX,I,F,8
2010,00EX,II,M,152
2010,00EX,II,F,171
2010,00EX,III,M,1
2010,00EX,III,F,0
2010,00EX,IV,M,7
2010,00EX,IV,F,6
2010,00EX,V,M,19
2010,00EX,V,F,32
2010,00EX,VI,M,13
2010,00EX,VI,F,11
2010,00EX,VII,M,0
2010,00EX,VII,F,0
2010,00EX,VIII,M,0
2010,00EX,VIII,F,0
2010,00EX,IX,M,203
2010,00EX,IX,F,215
2010,00EX,X,M,91
2010,00EX,X,F,83
2010,00EX,XI,M,44
2010,00EX,XI,F,47
2010,00EX,XII,M,0
2010,00EX,XII,F,1
2010,00EX,XIII,M,3
2010,00EX,XIII,F,4
2010,00EX,XIV,M,12
2010,00EX,XIV,F,15
2010,00EX,XV,F,1
2010,00EX,XVI,M,1
2010,00EX,XVI,F,0
2010,00EX,XVII,M,6
2010,00EX,XVII,F,1
2010,00EX,XVIII,M,5
2010,00EX,XVIII,F,11
2010,00EY,I,M,4
2010,00EY,I,F,5
2010,00EY,II,M,279
2010,00EY,II,F,260
2010,00EY,III,M,1
2010,00EY,III,F,3
2010,00EY,IV,M,9
2010,00EY,IV,F,11
2010,00EY,V,M,28
2010,00EY,V,F,43
2010,00EY,VI,M,34
2010,00EY,VI,F,28
2010,00EY,VII,M,0
2010,00EY,VII,F,0
2010,00EY,VIII,M,0
2010,00EY,VIII,F,0
2010,00EY,IX,M,311
2010,00EY,IX,F,276
2010,00EY,X,M,147
2010,00EY,X,F,147
2010,00EY,XI,M,79
2010,00EY,XI,F,62
2010,00EY,XII,M,2
2010,00EY,XII,F,7
2010,00EY,XIII,M,2
2010,00EY,XIII,F,7
2010,00EY,XIV,M,15
2010,00EY,XIV,F,21
2010,00EY,XV,F,0
2010,00EY,XVI,M,0
2010,00EY,XVI,F,0
2010,00EY,XVII,M,1
2010,00EY,XVII,F,2
2010,00EY,XVIII,M,8
2010,00EY,XVIII,F,21
2010,00EQ,I,M,13
2010,00EQ,I,F,19
2010,00EQ,II,M,534
2010,00EQ,II,F,479
2010,00EQ,III,M,4
2010,00EQ,III,F,3
2010,00EQ,IV,M,17
2010,00EQ,IV,F,16
2010,00EQ,V,M,35
2010,00EQ,V,F,67
2010,00EQ,VI,M,60
2010,00EQ,VI,F,106
2010,00EQ,VII,M,0
2010,00EQ,VII,F,0
2010,00EQ,VIII,M,0
2010,00EQ,VIII,F,0
2010,00EQ,IX,M,571
2010,00EQ,IX,F,664
2010,00EQ,X,M,221
2010,00EQ,X,F,273
2010,00EQ,XI,M,78
2010,00EQ,XI,F,112
2010,00EQ,XII,M,3
2010,00EQ,XII,F,18
2010,00EQ,XIII,M,8
2010,00EQ,XIII,F,14
2010,00EQ,XIV,M,30
2010,00EQ,XIV,F,51
2010,00EQ,XV,F,0
2010,00EQ,XVI,M,1
2010,00EQ,XVI,F,0
2010,00EQ,XVII,M,5
2010,00EQ,XVII,F,6
2010,00EQ,XVIII,M,21
2010,00EQ,XVIII,F,38
2010,13UC,I,M,3
2010,13UC,I,F,4
2010,13UC,II,M,151
2010,13UC,II,F,125
2010,13UC,III,M,0
2010,13UC,III,F,1
2010,13UC,IV,M,4
2010,13UC,IV,F,4
2010,13UC,V,M,5
2010,13UC,V,F,18
2010,13UC,VI,M,14
2010,13UC,VI,F,26
2010,13UC,VII,M,0
2010,13UC,VII,F,0
2010,13UC,VIII,M,0
2010,13UC,VIII,F,0
2010,13UC,IX,M,135
2010,13UC,IX,F,159
2010,13UC,X,M,68
2010,13UC,X,F,70
2010,13UC,XI,M,21
2010,13UC,XI,F,30
2010,13UC,XII,M,1
2010,13UC,XII,F,2
2010,13UC,XIII,M,3
2010,13UC,XIII,F,3
2010,13UC,XIV,M,10
2010,13UC,XIV,F,12
2010,13UC,XV,F,0
2010,13UC,XVI,M,0
2010,13UC,XVI,F,0
2010,13UC,XVII,M,2
2010,13UC,XVII,F,1
2010,13UC,XVIII,M,1
2010,13UC,XVIII,F,16
2010,13UD,I,M,5
2010,13UD,I,F,7
2010,13UD,II,M,161
2010,13UD,II,F,162
2010,13UD,III,M,0
2010,13UD,III,F,2
2010,13UD,IV,M,7
2010,13UD,IV,F,2
2010,13UD,V,M,10
2010,13UD,V,F,24
2010,13UD,VI,M,14
2010,13UD,VI,F,28
2010,13UD,VII,M,0
2010,13UD,VII,F,0
2010,13UD,VIII,M,0
2010,13UD,VIII,F,0
2010,13UD,IX,M,173
2010,13UD,IX,F,195
2010,13UD,X,M,69
2010,13UD,X,F,92
2010,13UD,XI,M,27
2010,13UD,XI,F,42
2010,13UD,XII,M,1
2010,13UD,XII,F,7
2010,13UD,XIII,M,3
2010,13UD,XIII,F,5
2010,13UD,XIV,M,11
2010,13UD,XIV,F,22
2010,13UD,XV,F,0
2010,13UD,XVI,M,1
2010,13UD,XVI,F,0
2010,13UD,XVII,M,3
2010,13UD,XVII,F,2
2010,13UD,XVIII,M,6
2010,13UD,XVIII,F,10
2010,13UG,I,M,5
2010,13UG,I,F,8
2010,13UG,II,M,222
2010,13UG,II,F,192
2010,13UG,III,M,4
2010,13UG,III,F,0
2010,13UG,IV,M,6
2010,13UG,IV,F,10
2010,13UG,V,M,20
2010,13UG,V,F,25
2010,13UG,VI,M,32
2010,13UG,VI,F,52
2010,13UG,VII,M,0
2010,13UG,VII,F,0
2010,13UG,VIII,M,0
2010,13UG,VIII,F,0
2010,13UG,IX,M,263
2010,13UG,IX,F,310
2010,13UG,X,M,84
2010,13UG,X,F,111
2010,13UG,XI,M,30
2010,13UG,XI,F,40
2010,13UG,XII,M,1
2010,13UG,XII,F,9
2010,13UG,XIII,M,2
2010,13UG,XIII,F,6
2010,13UG,XIV,M,9
2010,13UG,XIV,F,17
2010,13UG,XV,F,0
2010,13UG,XVI,M,0
2010,13UG,XVI,F,0
2010,13UG,XVII,M,0
2010,13UG,XVII,F,3
2010,13UG,XVIII,M,14
2010,13UG,XVIII,F,12
2010,00EW,I,M,13
2010,00EW,I,F,19
2010,00EW,II,M,479
2010,00EW,II,F,459
2010,00EW,III,M,1
2010,00EW,III,F,7
2010,00EW,IV,M,17
2010,00EW,IV,F,20
2010,00EW,V,M,25
2010,00EW,V,F,89
2010,00EW,VI,M,62
2010,00EW,VI,F,68
2010,00EW,VII,M,0
2010,00EW,VII,F,0
2010,00EW,VIII,M,0
2010,00EW,VIII,F,0
2010,00EW,IX,M,465
2010,00EW,IX,F,518
2010,00EW,X,M,214
2010,00EW,X,F,230
2010,00EW,XI,M,78
2010,00EW,XI,F,81
2010,00EW,XII,M,1
2010,00EW,XII,F,7
2010,00EW,XIII,M,8
2010,00EW,XIII,F,20
2010,00EW,XIV,M,24
2010,00EW,XIV,F,56
2010,00EW,XV,F,0
2010,00EW,XVI,M,1
2010,00EW,XVI,F,0
2010,00EW,XVII,M,4
2010,00EW,XVII,F,6
2010,00EW,XVIII,M,11
2010,00EW,XVIII,F,28
2010,13UB,I,M,4
2010,13UB,I,F,7
2010,13UB,II,M,182
2010,13UB,II,F,157
2010,13UB,III,M,0
2010,13UB,III,F,1
2010,13UB,IV,M,6
2010,13UB,IV,F,8
2010,13UB,V,M,8
2010,13UB,V,F,23
2010,13UB,VI,M,32
2010,13UB,VI,F,32
2010,13UB,VII,M,0
2010,13UB,VII,F,0
2010,13UB,VIII,M,0
2010,13UB,VIII,F,0
2010,13UB,IX,M,181
2010,13UB,IX,F,224
2010,13UB,X,M,76
2010,13UB,X,F,81
2010,13UB,XI,M,25
2010,13UB,XI,F,30
2010,13UB,XII,M,1
2010,13UB,XII,F,4
2010,13UB,XIII,M,5
2010,13UB,XIII,F,8
2010,13UB,XIV,M,7
2010,13UB,XIV,F,20
2010,13UB,XV,F,0
2010,13UB,XVI,M,1
2010,13UB,XVI,F,0
2010,13UB,XVII,M,0
2010,13UB,XVII,F,2
2010,13UB,XVIII,M,1
2010,13UB,XVIII,F,7
2010,13UE,I,M,3
2010,13UE,I,F,4
2010,13UE,II,M,122
2010,13UE,II,F,129
2010,13UE,III,M,1
2010,13UE,III,F,2
2010,13UE,IV,M,5
2010,13UE,IV,F,4
2010,13UE,V,M,5
2010,13UE,V,F,23
2010,13UE,VI,M,17
2010,13UE,VI,F,12
2010,13UE,VII,M,0
2010,13UE,VII,F,0
2010,13UE,VIII,M,0
2010,13UE,VIII,F,0
2010,13UE,IX,M,102
2010,13UE,IX,F,112
2010,13UE,X,M,44
2010,13UE,X,F,55
2010,13UE,XI,M,23
2010,13UE,XI,F,23
2010,13UE,XII,M,0
2010,13UE,XII,F,0
2010,13UE,XIII,M,2
2010,13UE,XIII,F,4
2010,13UE,XIV,M,5
2010,13UE,XIV,F,11
2010,13UE,XV,F,0
2010,13UE,XVI,M,0
2010,13UE,XVI,F,0
2010,13UE,XVII,M,0
2010,13UE,XVII,F,3
2010,13UE,XVIII,M,1
2010,13UE,XVIII,F,6
2010,13UH,I,M,6
2010,13UH,I,F,8
2010,13UH,II,M,175
2010,13UH,II,F,173
2010,13UH,III,M,0
2010,13UH,III,F,4
2010,13UH,IV,M,6
2010,13UH,IV,F,8
2010,13UH,V,M,12
2010,13UH,V,F,43
2010,13UH,VI,M,13
2010,13UH,VI,F,24
2010,13UH,VII,M,0
2010,13UH,VII,F,0
2010,13UH,VIII,M,0
2010,13UH,VIII,F,0
2010,13UH,IX,M,182
2010,13UH,IX,F,182
2010,13UH,X,M,94
2010,13UH,X,F,94
2010,13UH,XI,M,30
2010,13UH,XI,F,28
2010,13UH,XII,M,0
2010,13UH,XII,F,3
2010,13UH,XIII,M,1
2010,13UH,XIII,F,8
2010,13UH,XIV,M,12
2010,13UH,XIV,F,25
2010,13UH,XV,F,0
2010,13UH,XVI,M,0
2010,13UH,XVI,F,0
2010,13UH,XVII,M,4
2010,13UH,XVII,F,1
2010,13UH,XVIII,M,9
2010,13UH,XVIII,F,15
2010,00ET,I,M,6
2010,00ET,I,F,10
2010,00ET,II,M,202
2010,00ET,II,F,150
2010,00ET,III,M,2
2010,00ET,III,F,1
2010,00ET,IV,M,11
2010,00ET,IV,F,9
2010,00ET,V,M,14
2010,00ET,V,F,20
2010,00ET,VI,M,18
2010,00ET,VI,F,26
2010,00ET,VII,M,0
2010,00ET,VII,F,0
2010,00ET,VIII,M,0
2010,00ET,VIII,F,0
2010,00ET,IX,M,170
2010,00ET,IX,F,180
2010,00ET,X,M,70
2010,00ET,X,F,83
2010,00ET,XI,M,30
2010,00ET,XI,F,27
2010,00ET,XII,M,0
2010,00ET,XII,F,3
2010,00ET,XIII,M,2
2010,00ET,XIII,F,3
2010,00ET,XIV,M,13
2010,00ET,XIV,F,11
2010,00ET,XV,F,0
2010,00ET,XVI,M,1
2010,00ET,XVI,F,0
2010,00ET,XVII,M,0
2010,00ET,XVII,F,0
2010,00ET,XVIII,M,3
2010,00ET,XVIII,F,12
2010,00EU,I,M,8
2010,00EU,I,F,8
2010,00EU,II,M,259
2010,00EU,II,F,239
2010,00EU,III,M,3
2010,00EU,III,F,1
2010,00EU,IV,M,10
2010,00EU,IV,F,19
2010,00EU,V,M,22
2010,00EU,V,F,66
2010,00EU,VI,M,40
2010,00EU,VI,F,37
2010,00EU,VII,M,0
2010,00EU,VII,F,0
2010,00EU,VIII,M,0
2010,00EU,VIII,F,0
2010,00EU,IX,M,306
2010,00EU,IX,F,273
2010,00EU,X,M,117
2010,00EU,X,F,122
2010,00EU,XI,M,56
2010,00EU,XI,F,60
2010,00EU,XII,M,2
2010,00EU,XII,F,6
2010,00EU,XIII,M,5
2010,00EU,XIII,F,10
2010,00EU,XIV,M,17
2010,00EU,XIV,F,25
2010,00EU,XV,F,0
2010,00EU,XVI,M,0
2010,00EU,XVI,F,0
2010,00EU,XVII,M,5
2010,00EU,XVII,F,0
2010,00EU,XVIII,M,5
2010,00EU,XVIII,F,19
2010,16UB,I,M,11
2010,16UB,I,F,7
2010,16UB,II,M,191
2010,16UB,II,F,137
2010,16UB,III,M,3
2010,16UB,III,F,3
2010,16UB,IV,M,13
2010,16UB,IV,F,13
2010,16UB,V,M,11
2010,16UB,V,F,27
2010,16UB,VI,M,22
2010,16UB,VI,F,24
2010,16UB,VII,M,0
2010,16UB,VII,F,0
2010,16UB,VIII,M,0
2010,16UB,VIII,F,0
2010,16UB,IX,M,199
2010,16UB,IX,F,191
2010,16UB,X,M,39
2010,16UB,X,F,66
2010,16UB,XI,M,27
2010,16UB,XI,F,30
2010,16UB,XII,M,0
2010,16UB,XII,F,0
2010,16UB,XIII,M,1
2010,16UB,XIII,F,4
2010,16UB,XIV,M,6
2010,16UB,XIV,F,14
2010,16UB,XV,F,0
2010,16UB,XVI,M,0
2010,16UB,XVI,F,0
2010,16UB,XVII,M,1
2010,16UB,XVII,F,1
2010,16UB,XVIII,M,3
2010,16UB,XVIII,F,18
2010,16UC,I,M,2
2010,16UC,I,F,2
2010,16UC,II,M,106
2010,16UC,II,F,97
2010,16UC,III,M,0
2010,16UC,III,F,3
2010,16UC,IV,M,3
2010,16UC,IV,F,3
2010,16UC,V,M,6
2010,16UC,V,F,14
2010,16UC,VI,M,5
2010,16UC,VI,F,8
2010,16UC,VII,M,0
2010,16UC,VII,F,0
2010,16UC,VIII,M,0
2010,16UC,VIII,F,0
2010,16UC,IX,M,128
2010,16UC,IX,F,146
2010,16UC,X,M,48
2010,16UC,X,F,63
2010,16UC,XI,M,20
2010,16UC,XI,F,28
2010,16UC,XII,M,0
2010,16UC,XII,F,2
2010,16UC,XIII,M,1
2010,16UC,XIII,F,6
2010,16UC,XIV,M,6
2010,16UC,XIV,F,8
2010,16UC,XV,F,0
2010,16UC,XVI,M,0
2010,16UC,XVI,F,0
2010,16UC,XVII,M,2
2010,16UC,XVII,F,0
2010,16UC,XVIII,M,4
2010,16UC,XVIII,F,5
2010,16UD,I,M,8
2010,16UD,I,F,12
2010,16UD,II,M,162
2010,16UD,II,F,157
2010,16UD,III,M,2
2010,16UD,III,F,2
2010,16UD,IV,M,4
2010,16UD,IV,F,7
2010,16UD,V,M,13
2010,16UD,V,F,24
2010,16UD,VI,M,20
2010,16UD,VI,F,23
2010,16UD,VII,M,0
2010,16UD,VII,F,0
2010,16UD,VIII,M,0
2010,16UD,VIII,F,0
2010,16UD,IX,M,176
2010,16UD,IX,F,193
2010,16UD,X,M,53
2010,16UD,X,F,84
2010,16UD,XI,M,28
2010,16UD,XI,F,31
2010,16UD,XII,M,1
2010,16UD,XII,F,1
2010,16UD,XIII,M,2
2010,16UD,XIII,F,5
2010,16UD,XIV,M,10
2010,16UD,XIV,F,22
2010,16UD,XV,F,0
2010,16UD,XVI,M,0
2010,16UD,XVI,F,0
2010,16UD,XVII,M,3
2010,16UD,XVII,F,1
2010,16UD,XVIII,M,2
2010,16UD,XVIII,F,8
2010,16UE,I,M,3
2010,16UE,I,F,4
2010,16UE,II,M,132
2010,16UE,II,F,108
2010,16UE,III,M,2
2010,16UE,III,F,1
2010,16UE,IV,M,8
2010,16UE,IV,F,9
2010,16UE,V,M,6
2010,16UE,V,F,26
2010,16UE,VI,M,11
2010,16UE,VI,F,11
2010,16UE,VII,M,0
2010,16UE,VII,F,0
2010,16UE,VIII,M,0
2010,16UE,VIII,F,0
2010,16UE,IX,M,122
2010,16UE,IX,F,101
2010,16UE,X,M,37
2010,16UE,X,F,40
2010,16UE,XI,M,14
2010,16UE,XI,F,29
2010,16UE,XII,M,0
2010,16UE,XII,F,1
2010,16UE,XIII,M,1
2010,16UE,XIII,F,0
2010,16UE,XIV,M,4
2010,16UE,XIV,F,4
2010,16UE,XV,F,0
2010,16UE,XVI,M,1
2010,16UE,XVI,F,0
2010,16UE,XVII,M,1
2010,16UE,XVII,F,2
2010,16UE,XVIII,M,7
2010,16UE,XVIII,F,8
2010,16UF,I,M,4
2010,16UF,I,F,4
2010,16UF,II,M,91
2010,16UF,II,F,71
2010,16UF,III,M,0
2010,16UF,III,F,0
2010,16UF,IV,M,7
2010,16UF,IV,F,3
2010,16UF,V,M,1
2010,16UF,V,F,8
2010,16UF,VI,M,8
2010,16UF,VI,F,14
2010,16UF,VII,M,0
2010,16UF,VII,F,0
2010,16UF,VIII,M,0
2010,16UF,VIII,F,0
2010,16UF,IX,M,92
2010,16UF,IX,F,120
2010,16UF,X,M,44
2010,16UF,X,F,32
2010,16UF,XI,M,9
2010,16UF,XI,F,12
2010,16UF,XII,M,0
2010,16UF,XII,F,0
2010,16UF,XIII,M,0
2010,16UF,XIII,F,5
2010,16UF,XIV,M,2
2010,16UF,XIV,F,13
2010,16UF,XV,F,0
2010,16UF,XVI,M,0
2010,16UF,XVI,F,0
2010,16UF,XVII,M,1
2010,16UF,XVII,F,1
2010,16UF,XVIII,M,1
2010,16UF,XVIII,F,8
2010,16UG,I,M,4
2010,16UG,I,F,2
2010,16UG,II,M,177
2010,16UG,II,F,155
2010,16UG,III,M,0
2010,16UG,III,F,2
2010,16UG,IV,M,5
2010,16UG,IV,F,8
2010,16UG,V,M,24
2010,16UG,V,F,45
2010,16UG,VI,M,20
2010,16UG,VI,F,31
2010,16UG,VII,M,0
2010,16UG,VII,F,0
2010,16UG,VIII,M,0
2010,16UG,VIII,F,0
2010,16UG,IX,M,201
2010,16UG,IX,F,233
2010,16UG,X,M,71
2010,16UG,X,F,70
2010,16UG,XI,M,15
2010,16UG,XI,F,35
2010,16UG,XII,M,1
2010,16UG,XII,F,1
2010,16UG,XIII,M,4
2010,16UG,XIII,F,3
2010,16UG,XIV,M,10
2010,16UG,XIV,F,13
2010,16UG,XV,F,0
2010,16UG,XVI,M,0
2010,16UG,XVI,F,1
2010,16UG,XVII,M,0
2010,16UG,XVII,F,1
2010,16UG,XVIII,M,7
2010,16UG,XVIII,F,28
2010,00BL,I,M,17
2010,00BL,I,F,18
2010,00BL,II,M,359
2010,00BL,II,F,310
2010,00BL,III,M,1
2010,00BL,III,F,2
2010,00BL,IV,M,21
2010,00BL,IV,F,17
2010,00BL,V,M,30
2010,00BL,V,F,74
2010,00BL,VI,M,29
2010,00BL,VI,F,44
2010,00BL,VII,M,0
2010,00BL,VII,F,0
2010,00BL,VIII,M,0
2010,00BL,VIII,F,0
2010,00BL,IX,M,406
2010,00BL,IX,F,392
2010,00BL,X,M,154
2010,00BL,X,F,215
2010,00BL,XI,M,64
2010,00BL,XI,F,55
2010,00BL,XII,M,3
2010,00BL,XII,F,11
2010,00BL,XIII,M,5
2010,00BL,XIII,F,15
2010,00BL,XIV,M,16
2010,00BL,XIV,F,33
2010,00BL,XV,F,0
2010,00BL,XVI,M,0
2010,00BL,XVI,F,0
2010,00BL,XVII,M,4
2010,00BL,XVII,F,1
2010,00BL,XVIII,M,15
2010,00BL,XVIII,F,28
2010,00BM,I,M,12
2010,00BM,I,F,17
2010,00BM,II,M,251
2010,00BM,II,F,238
2010,00BM,III,M,0
2010,00BM,III,F,2
2010,00BM,IV,M,8
2010,00BM,IV,F,21
2010,00BM,V,M,18
2010,00BM,V,F,63
2010,00BM,VI,M,20
2010,00BM,VI,F,31
2010,00BM,VII,M,0
2010,00BM,VII,F,0
2010,00BM,VIII,M,0
2010,00BM,VIII,F,0
2010,00BM,IX,M,272
2010,00BM,IX,F,283
2010,00BM,X,M,126
2010,00BM,X,F,143
2010,00BM,XI,M,37
2010,00BM,XI,F,44
2010,00BM,XII,M,2
2010,00BM,XII,F,6
2010,00BM,XIII,M,2
2010,00BM,XIII,F,6
2010,00BM,XIV,M,13
2010,00BM,XIV,F,38
2010,00BM,XV,F,0
2010,00BM,XVI,M,2
2010,00BM,XVI,F,0
2010,00BM,XVII,M,4
2010,00BM,XVII,F,3
2010,00BM,XVIII,M,21
2010,00BM,XVIII,F,29
2010,00BN,I,M,31
2010,00BN,I,F,28
2010,00BN,II,M,514
2010,00BN,II,F,502
2010,00BN,III,M,11
2010,00BN,III,F,10
2010,00BN,IV,M,28
2010,00BN,IV,F,24
2010,00BN,V,M,25
2010,00BN,V,F,74
2010,00BN,VI,M,54
2010,00BN,VI,F,67
2010,00BN,VII,M,0
2010,00BN,VII,F,0
2010,00BN,VIII,M,0
2010,00BN,VIII,F,0
2010,00BN,IX,M,581
2010,00BN,IX,F,527
2010,00BN,X,M,261
2010,00BN,X,F,276
2010,00BN,XI,M,135
2010,00BN,XI,F,118
2010,00BN,XII,M,3
2010,00BN,XII,F,11
2010,00BN,XIII,M,5
2010,00BN,XIII,F,16
2010,00BN,XIV,M,44
2010,00BN,XIV,F,56
2010,00BN,XV,F,0
2010,00BN,XVI,M,3
2010,00BN,XVI,F,3
2010,00BN,XVII,M,7
2010,00BN,XVII,F,5
2010,00BN,XVIII,M,19
2010,00BN,XVIII,F,25
2010,00BP,I,M,8
2010,00BP,I,F,22
2010,00BP,II,M,308
2010,00BP,II,F,271
2010,00BP,III,M,2
2010,00BP,III,F,1
2010,00BP,IV,M,18
2010,00BP,IV,F,17
2010,00BP,V,M,19
2010,00BP,V,F,41
2010,00BP,VI,M,24
2010,00BP,VI,F,39
2010,00BP,VII,M,0
2010,00BP,VII,F,0
2010,00BP,VIII,M,0
2010,00BP,VIII,F,0
2010,00BP,IX,M,308
2010,00BP,IX,F,266
2010,00BP,X,M,139
2010,00BP,X,F,158
2010,00BP,XI,M,49
2010,00BP,XI,F,62
2010,00BP,XII,M,1
2010,00BP,XII,F,2
2010,00BP,XIII,M,6
2010,00BP,XIII,F,8
2010,00BP,XIV,M,19
2010,00BP,XIV,F,40
2010,00BP,XV,F,1
2010,00BP,XVI,M,0
2010,00BP,XVI,F,1
2010,00BP,XVII,M,4
2010,00BP,XVII,F,3
2010,00BP,XVIII,M,27
2010,00BP,XVIII,F,42
2010,00BQ,I,M,11
2010,00BQ,I,F,10
2010,00BQ,II,M,288
2010,00BQ,II,F,270
2010,00BQ,III,M,0
2010,00BQ,III,F,1
2010,00BQ,IV,M,14
2010,00BQ,IV,F,17
2010,00BQ,V,M,18
2010,00BQ,V,F,49
2010,00BQ,VI,M,43
2010,00BQ,VI,F,29
2010,00BQ,VII,M,0
2010,00BQ,VII,F,0
2010,00BQ,VIII,M,0
2010,00BQ,VIII,F,0
2010,00BQ,IX,M,304
2010,00BQ,IX,F,313
2010,00BQ,X,M,123
2010,00BQ,X,F,150
2010,00BQ,XI,M,58
2010,00BQ,XI,F,61
2010,00BQ,XII,M,0
2010,00BQ,XII,F,6
2010,00BQ,XIII,M,4
2010,00BQ,XIII,F,1
2010,00BQ,XIV,M,25
2010,00BQ,XIV,F,34
2010,00BQ,XV,F,0
2010,00BQ,XVI,M,1
2010,00BQ,XVI,F,0
2010,00BQ,XVII,M,1
2010,00BQ,XVII,F,3
2010,00BQ,XVIII,M,14
2010,00BQ,XVIII,F,32
2010,00BR,I,M,18
2010,00BR,I,F,15
2010,00BR,II,M,335
2010,00BR,II,F,287
2010,00BR,III,M,3
2010,00BR,III,F,1
2010,00BR,IV,M,11
2010,00BR,IV,F,9
2010,00BR,V,M,29
2010,00BR,V,F,64
2010,00BR,VI,M,21
2010,00BR,VI,F,22
2010,00BR,VII,M,0
2010,00BR,VII,F,0
2010,00BR,VIII,M,0
2010,00BR,VIII,F,0
2010,00BR,IX,M,366
2010,00BR,IX,F,344
2010,00BR,X,M,175
2010,00BR,X,F,206
2010,00BR,XI,M,56
2010,00BR,XI,F,64
2010,00BR,XII,M,3
2010,00BR,XII,F,3
2010,00BR,XIII,M,5
2010,00BR,XIII,F,6
2010,00BR,XIV,M,18
2010,00BR,XIV,F,35
2010,00BR,XV,F,0
2010,00BR,XVI,M,0
2010,00BR,XVI,F,0
2010,00BR,XVII,M,3
2010,00BR,XVII,F,4
2010,00BR,XVIII,M,15
2010,00BR,XVIII,F,31
2010,00BS,I,M,17
2010,00BS,I,F,17
2010,00BS,II,M,402
2010,00BS,II,F,417
2010,00BS,III,M,2
2010,00BS,III,F,1
2010,00BS,IV,M,13
2010,00BS,IV,F,10
2010,00BS,V,M,37
2010,00BS,V,F,73
2010,00BS,VI,M,34
2010,00BS,VI,F,40
2010,00BS,VII,M,0
2010,00BS,VII,F,0
2010,00BS,VIII,M,0
2010,00BS,VIII,F,0
2010,00BS,IX,M,413
2010,00BS,IX,F,459
2010,00BS,X,M,119
2010,00BS,X,F,167
2010,00BS,XI,M,77
2010,00BS,XI,F,84
2010,00BS,XII,M,5
2010,00BS,XII,F,9
2010,00BS,XIII,M,2
2010,00BS,XIII,F,18
2010,00BS,XIV,M,14
2010,00BS,XIV,F,32
2010,00BS,XV,F,0
2010,00BS,XVI,M,1
2010,00BS,XVI,F,1
2010,00BS,XVII,M,2
2010,00BS,XVII,F,1
2010,00BS,XVIII,M,6
2010,00BS,XVIII,F,13
2010,00BT,I,M,11
2010,00BT,I,F,16
2010,00BT,II,M,325
2010,00BT,II,F,273
2010,00BT,III,M,2
2010,00BT,III,F,3
2010,00BT,IV,M,12
2010,00BT,IV,F,14
2010,00BT,V,M,36
2010,00BT,V,F,74
2010,00BT,VI,M,18
2010,00BT,VI,F,33
2010,00BT,VII,M,0
2010,00BT,VII,F,0
2010,00BT,VIII,M,1
2010,00BT,VIII,F,0
2010,00BT,IX,M,360
2010,00BT,IX,F,399
2010,00BT,X,M,127
2010,00BT,X,F,156
2010,00BT,XI,M,57
2010,00BT,XI,F,42
2010,00BT,XII,M,1
2010,00BT,XII,F,2
2010,00BT,XIII,M,3
2010,00BT,XIII,F,11
2010,00BT,XIV,M,17
2010,00BT,XIV,F,19
2010,00BT,XV,F,0
2010,00BT,XVI,M,2
2010,00BT,XVI,F,0
2010,00BT,XVII,M,3
2010,00BT,XVII,F,2
2010,00BT,XVIII,M,8
2010,00BT,XVIII,F,10
2010,00BU,I,M,14
2010,00BU,I,F,10
2010,00BU,II,M,313
2010,00BU,II,F,248
2010,00BU,III,M,1
2010,00BU,III,F,2
2010,00BU,IV,M,13
2010,00BU,IV,F,7
2010,00BU,V,M,14
2010,00BU,V,F,45
2010,00BU,VI,M,31
2010,00BU,VI,F,28
2010,00BU,VII,M,0
2010,00BU,VII,F,0
2010,00BU,VIII,M,0
2010,00BU,VIII,F,0
2010,00BU,IX,M,334
2010,00BU,IX,F,326
2010,00BU,X,M,113
2010,00BU,X,F,125
2010,00BU,XI,M,52
2010,00BU,XI,F,47
2010,00BU,XII,M,1
2010,00BU,XII,F,3
2010,00BU,XIII,M,6
2010,00BU,XIII,F,6
2010,00BU,XIV,M,19
2010,00BU,XIV,F,30
2010,00BU,XV,F,0
2010,00BU,XVI,M,0
2010,00BU,XVI,F,2
2010,00BU,XVII,M,2
2010,00BU,XVII,F,1
2010,00BU,XVIII,M,7
2010,00BU,XVIII,F,21
2010,00BW,I,M,14
2010,00BW,I,F,16
2010,00BW,II,M,471
2010,00BW,II,F,402
2010,00BW,III,M,3
2010,00BW,III,F,4
2010,00BW,IV,M,11
2010,00BW,IV,F,15
2010,00BW,V,M,43
2010,00BW,V,F,84
2010,00BW,VI,M,41
2010,00BW,VI,F,49
2010,00BW,VII,M,0
2010,00BW,VII,F,0
2010,00BW,VIII,M,0
2010,00BW,VIII,F,0
2010,00BW,IX,M,469
2010,00BW,IX,F,461
2010,00BW,X,M,191
2010,00BW,X,F,245
2010,00BW,XI,M,95
2010,00BW,XI,F,101
2010,00BW,XII,M,4
2010,00BW,XII,F,13
2010,00BW,XIII,M,5
2010,00BW,XIII,F,15
2010,00BW,XIV,M,24
2010,00BW,XIV,F,48
2010,00BW,XV,F,0
2010,00BW,XVI,M,1
2010,00BW,XVI,F,3
2010,00BW,XVII,M,2
2010,00BW,XVII,F,2
2010,00BW,XVIII,M,17
2010,00BW,XVIII,F,42
2010,30UD,I,M,4
2010,30UD,I,F,3
2010,30UD,II,M,155
2010,30UD,II,F,122
2010,30UD,III,M,1
2010,30UD,III,F,0
